stoleti,72
treti,72
problemu,72
hlavice,72
rozmistenim,72
vyrobu,72
energetika,72
globalni,72
nejsem,72
pocet,72
osn,72
hrad,72
nevi,71
dohody,71
casu,71
lepe,71
likvidaci,71
minimalne,71
zkusenosti,71
projektu,71
ruskym,71
reakci,71
odpad,71
nova,71
spojene,70
evropu,70
takovou,70
dat,70
vytvoreni,70
krize,70
energetice,70
sobe,69
stovky,69
ministryne,69
mluvit,69
michalsnobr,69
penez,69
dava,69
odpoved,69
komu,69
casti,68
lidstvo,68
prohlasil,68
konci,68
zapadu,68
resit,68
bezpecnostni,68
sily,68
hlediska,68
udajne,68
pravo,68
tzv,68
korun,67
ekonomicky,67
statniho,67
ruznych,67
casto,67
dolaru,67
dosud,66
zacal,66
takto,66
jadernem,66
nahradit,66
cestu,66
vetsinou,66
schopen,66
sil,66
reaktor,66
dukovanech,66
podporu,66
vedci,66
stavi,66
zmeny,65
snaha,65
prostredky,65
vody,65
chteli,65
armady,65
zadnou,65
budeli,65
hrade,65
kratkeho,65
politicky,65
rf,65
platit,65
bomby,64
site,64
jinde,64
vzdyt,64
zivotnost,64
auta,64
solarni,64
lidem,64
mensi,64
jedne,64
velkou,64
ktereho,64
verejne,64
brat,64
zajmu,63
projekt,63
nikoliv,63
hlavnim,63
oproti,63
podminky,63
cesku,63
neda,63
doma,63
teprve,62
souvislosti,62
cesky,62
cernobylu,62
strane,62
inf,62
zakladni,62
trumpa,62
slunce,62
videl,62
dlouhodobe,62
zhruba,62
jednoho,62
vliv,62
nekteri,62
srovnani,62
nem,62
obou,62
armada,62
budoucnost,62
dukovan,62
otazku,62
zejmena,61
temi,61
urovni,61
mesta,61
pravdepodobne,61
elektromobily,61
vystavby,61
stal,61
vypada,61
rizeni,61
generace,61
existuje,61
politici,61
male,60
zacne,60
uloziste,60
ukrajiny,60
slovo,60
zbran,60
plati,60
novakova,60
formou,60
temelina,60
britanie,60
obyvatel,60
ruskeho,60
budoucnosti,60
musel,59
bezpecnosti,59
rusy,59
us,59
ziskat,59
americka,59
tezko,59
mluvi,59
smerem,59
odzbrojovaci,59
tou,59
